193,97,97,97
514,112,112,112
66,48,48,48
928,162,162,162
924,84,84,84
552,110,110,110
403,135,135,135
613,109,109,109
576,46,46,46
291,37,37,37
471,109,109,109
612,142,142,142
434,52,52,52
150,94,94,94
779,67,67,67
364,52,52,52
521,141,141,141
548,234,234,234
463,157,157,157
333,99,99,99
629,101,101,101
692,142,142,142
182,150,150,150
434,152,152,152
595,41,41,41
596,82,82,82
729,79,79,79
534,56,56,56
452,160,160,160
799,149,149,149
188,168,168,168
319,91,91,91
505,101,101,101
393,75,75,75
735,67,67,67
218,144,144,144
523,77,77,77
346,170,170,170
164,148,148,148
625,59,59,59
685,137,137,137
873,105,105,105
529,289,289,289
415,75,75,75
825,35,35,35
75,71,71,71
369,119,119,119
153,109,109,109
107,75,75,75
379,115,115,115
242,112,112,112
115,47,47,47
713,109,109,109
461,297,297,297
449,49,49,49
212,122,122,122
526,54,54,54
441,147,147,147
607,71,71,71
133,101,101,101
411,11,11,11
262,202,202,202
621,153,153,153
786,184,184,184
660,122,122,122
307,185,185,185
563,123,123,123
381,77,77,77
371,163,163,163
616,136,136,136
489,43,43,43
626,18,18,18
178,116,116,116
464,80,80,80
1091,111,111,111
670,106,106,106
454,94,94,94
615,67,67,67
737,97,97,97
734,162,162,162
499,121,121,121
604,144,144,144
680,208,208,208
791,119,119,119
642,124,124,124
399,75,75,75
398,120,120,120
462,62,62,62
488,194,194,194
745,137,137,137
42,34,34,34
216,110,110,110
788,170,170,170
677,41,41,41
645,247,247,247
707,173,173,173
615,133,133,133
575,101,101,101
333,87,87,87
641,165,165,165
858,32,32,32
45,45,45,45
209,103,103,103
247,119,119,119
326,86,86,86
455,105,105,105
498,88,88,88
680,142,142,142
362,170,170,170
76,74,74,74
423,169,169,169
204,100,100,100
354,132,132,132
601,87,87,87
28,28,28,28
551,113,113,113
819,93,93,93
162,38,38,38
718,44,44,44
658,14,14,14
511,87,87,87
601,137,137,137
412,150,150,150
194,100,100,100
368,120,120,120
610,198,198,198
354,106,106,106
754,200,200,200
914,158,158,158
538,58,58,58
467,137,137,137
117,103,103,103
790,100,100,100
551,115,115,115
456,124,124,124
574,124,124,124
475,15,15,15
482,130,130,130
307,247,247,247
220,188,188,188
608,60,60,60
862,40,40,40
381,145,145,145
404,118,118,118
561,203,203,203
292,100,100,100
241,223,223,223
230,36,36,36
680,160,160,160
309,155,155,155
586,76,76,76
457,109,109,109
712,64,64,64
151,103,103,103
690,140,140,140
94,94,94,94
388,90,90,90
845,57,57,57
314,156,156,156
183,143,143,143
758,112,112,112
413,75,75,75
381,113,113,113
494,74,74,74
378,106,106,106
7,5,5,5
538,240,240,240
417,203,203,203
645,89,89,89
551,75,75,75
458,116,116,116
477,117,117,117
822,84,84,84
119,103,103,103
188,124,124,124
467,77,77,77
560,114,114,114
251,53,53,53
258,188,188,188
699,117,117,117
202,130,130,130
269,123,123,123
47,37,37,37
303,73,73,73
461,155,155,155
449,195,195,195
85,55,55,55
264,94,94,94
78,76,76,76
478,146,146,146
188,46,46,46
705,123,123,123
761,57,57,57
469,187,187,187
638,32,32,32
228,100,100,100
516,140,140,140
296,200,200,200
644,36,36,36
163,107,107,107
178,94,94,94
603,115,115,115
903,121,121,121
482,122,122,122
661,153,153,153
93,91,91,91
240,192,192,192
296,114,114,114
446,214,214,214
161,99,99,99
448,116,116,116
408,194,194,194
133,71,71,71
404,128,128,128
454,56,56,56
390,124,124,124
401,243,243,243
153,111,111,111
301,69,69,69
191,129,129,129
324,114,114,114
53,53,53,53
644,90,90,90
453,135,135,135
135,71,71,71
497,123,123,123
322,126,126,126
430,102,102,102
774,114,114,114
484,68,68,68
413,47,47,47
906,162,162,162
461,173,173,173
356,144,144,144
218,126,126,126
590,144,144,144
400,100,100,100
48,42,42,42
469,101,101,101
340,138,138,138
144,78,78,78
303,149,149,149
556,104,104,104
405,155,155,155
606,176,176,176
298,76,76,76
549,309,309,309
835,107,107,107
751,167,167,167
546,50,50,50
424,152,152,152
487,103,103,103
455,189,189,189
253,107,107,107
396,128,128,128
80,20,20,20
22,22,22,22
413,27,27,27
119,67,67,67
30,30,30,30
340,86,86,86
647,31,31,31
764,122,122,122
454,38,38,38
675,155,155,155
409,45,45,45
625,143,143,143
590,152,152,152
653,235,235,235
200,142,142,142
116,92,92,92
325,169,169,169
855,121,121,121
484,116,116,116
846,188,188,188
274,198,198,198
512,76,76,76
188,100,100,100
539,87,87,87
500,86,86,86
69,61,61,61
620,106,106,106
320,96,96,96
565,175,175,175
685,133,133,133
780,262,262,262
525,125,125,125
656,160,160,160
329,83,83,83
223,125,125,125
276,134,134,134
259,91,91,91
301,65,65,65
505,159,159,159
714,104,104,104
496,90,90,90
10,10,10,10
368,64,64,64
513,119,119,119
436,102,102,102
314,44,44,44
537,65,65,65
681,95,95,95
132,106,106,106
263,59,59,59
695,91,91,91
979,173,173,173
633,77,77,77
590,112,112,112
228,54,54,54
222,42,42,42
773,145,145,145
532,100,100,100
470,160,160,160
643,147,147,147
464,54,54,54
405,141,141,141
265,173,173,173
368,56,56,56
249,169,169,169
226,126,126,126
261,103,103,103
177,53,53,53
261,65,65,65
307,133,133,133
102,10,10,10
780,142,142,142
951,35,35,35
184,150,150,150
550,52,52,52
788,118,118,118
423,129,129,129
661,189,189,189
636,98,98,98
625,129,129,129
714,174,174,174
425,95,95,95
660,72,72,72
751,119,119,119
743,53,53,53
578,94,94,94
505,45,45,45
635,77,77,77
666,114,114,114
249,111,111,111
810,150,150,150
859,217,217,217
363,135,135,135
438,136,136,136
408,64,64,64
551,99,99,99
661,153,153,153
252,130,130,130
289,59,59,59
257,143,143,143
878,130,130,130
560,142,142,142
398,56,56,56
727,103,103,103
783,25,25,25
136,74,74,74
379,101,101,101
266,164,164,164
297,175,175,175
112,102,102,102
633,39,39,39
171,125,125,125
931,123,123,123
438,82,82,82
574,128,128,128
718,300,300,300
759,209,209,209
727,201,201,201
648,132,132,132
278,90,90,90
756,70,70,70
677,59,59,59
592,56,56,56
650,94,94,94
233,195,195,195
252,170,170,170
834,108,108,108
806,86,86,86
528,78,78,78
574,68,68,68
390,136,136,136
803,175,175,175
756,140,140,140
15,15,15,15
401,237,237,237
618,106,106,106
928,78,78,78
689,181,181,181
325,105,105,105
128,126,126,126
300,42,42,42
789,95,95,95
389,127,127,127
472,98,98,98
577,121,121,121
395,85,85,85
562,50,50,50
792,146,146,146
614,108,108,108
214,74,74,74
232,110,110,110
740,146,146,146
675,83,83,83
477,53,53,53
633,43,43,43
819,151,151,151
106,98,98,98
572,116,116,116
698,166,166,166
664,102,102,102
201,21,21,21
183,39,39,39
111,85,85,85
845,139,139,139
565,207,207,207
669,163,163,163
265,43,43,43
214,84,84,84
429,79,79,79
433,77,77,77
490,152,152,152
532,176,176,176
574,94,94,94
853,85,85,85
406,36,36,36
445,79,79,79
818,174,174,174
544,74,74,74
635,121,121,121
325,227,227,227
1,1,1,1
689,151,151,151
395,73,73,73
417,121,121,121
752,138,138,138
304,114,114,114
38,6,6,6
549,109,109,109
60,60,60,60
604,212,212,212
592,84,84,84
688,228,228,228
778,148,148,148
764,80,80,80
599,231,231,231
479,143,143,143
475,111,111,111
264,214,214,214
69,65,65,65
386,38,38,38
552,156,156,156
3,3,3,3
